flow_duration,total_fwd_packets,total_backward_packets,total_length_fwd_packets,total_length_bwd_packets,attack_label,bytes_per_sec,pkts_per_sec,fwd_to_bwd_ratio,protocol_other,protocol_tcp,protocol_udp,__perturbed
57,1,1,2,6,PortScan,0.1403508771929824,0.0350877192982456,0.5,False,True,False,0
80641,2,2,86,276,BENIGN,0.0044890316340323,4.960255949206979e-05,0.6666666666666666,False,False,True,0
80651951,2,2,102,433,BENIGN,6.633441514638623e-06,4.959582440851307e-08,0.6666666666666666,False,False,True,0
194162,39,29,2072,11805,BENIGN,0.07147124566083991,0.0003502230096517341,1.3,False,False,True,1
117840125,20,24,1065,18621,BENIGN,0.0001670568492692,3.733872481890188e-07,0.8,False,True,False,0
336913,2,0,12,0,BENIGN,3.561750362853318e-05,5.936250604755531e-06,2.0,False,True,False,0
114,2,0,0,0,BENIGN,0.0,0.0175438596491228,2.0,False,True,False,0
21118995,14,12,1932,5437,BENIGN,0.000348927588647,1.2311191891470214e-06,1.0769230769230769,False,True,False,0
234,2,2,60,264,BENIGN,1.3846153846153846,0.017094017094017,0.6666666666666666,False,False,True,0
160,2,2,64,256,BENIGN,2.0,0.025,0.6666666666666666,False,False,True,0
5459917,6,4,611,164,BENIGN,0.0001419435496913,1.831529673436428e-06,1.2,False,True,False,0
49249,2,2,72,242,BENIGN,0.006375763974903,8.121992324717253e-05,0.6666666666666666,False,False,True,0
150827,9,14,854,8090,DoS Hulk,0.05929972750237027,0.00015249259084911852,0.6,True,False,False,1
9888,2,3,0,0,BENIGN,0.0,0.0005056634304207119,0.5,False,False,True,1
44,1,1,2,6,PortScan,0.1818181818181818,0.0454545454545454,0.5,False,True,False,0
106244,3,3,108,0,BENIGN,0.0010165279921689,5.647377734272053e-05,0.75,False,True,False,0
31054,4,2,128,160,BENIGN,0.0092741675790558,0.0001932118245636,1.3333333333333333,False,False,True,0
303,1,3,157,806,BENIGN,3.1782178217821784,0.013201320132013201,0.25,False,True,False,1
770,2,1,113,155,BENIGN,0.34805194805194806,0.003896103896103896,1.0,False,True,False,1
48554,2,2,72,122,BENIGN,0.0039955513448943,8.238250195658442e-05,0.6666666666666666,False,False,True,0
57435198,21,27,1110,28245,BENIGN,0.0005110977418411,8.357244628981692e-07,0.75,False,True,False,0
115243518,16,14,658,710,BENIGN,1.1870515789009497e-05,2.6031832870634857e-07,1.0666666666666669,False,True,False,0
3,2,0,0,0,BENIGN,0.0,0.6666666666666666,2.0,False,True,False,0
4,2,0,0,0,DoS Hulk,0.0,0.5,2.0,False,True,False,0
115282275,54,91,1110,137684,BENIGN,0.001203949176055,1.2577822566391927e-06,0.5869565217391305,False,True,False,0
180,2,2,60,150,BENIGN,1.1666666666666667,0.0222222222222222,0.6666666666666666,False,False,True,0
1,2,0,12,0,BENIGN,12.0,2.0,2.0,False,True,False,0
20,3,1,5,13,PortScan,0.9,0.2,1.5,False,True,False,1
199,2,2,72,260,BENIGN,1.6683417085427137,0.0201005025125628,0.6666666666666666,False,False,True,0
382924,1,1,45,126,BENIGN,0.0004465638090064,5.22296852639166e-06,0.5,False,False,True,0
48228,4,2,168,194,BENIGN,0.0075060131044206,0.0001244090569793,1.3333333333333333,False,False,True,0
22,1,1,0,0,BENIGN,0.0,0.0909090909090909,0.5,False,True,False,0
369,1,1,57,73,BENIGN,0.3523035230352303,0.005420054200542,0.5,False,False,True,0
4,3,0,0,0,BENIGN,0.0,0.75,3.0,False,True,False,0
5082313,10,7,348,6103,BENIGN,0.0012693039566827,3.344933694559937e-06,1.25,False,True,False,0
208,2,2,88,188,BENIGN,1.3269230769230769,0.0192307692307692,0.6666666666666666,False,False,True,0
104,1,1,0,6,PortScan,0.0576923076923076,0.0192307692307692,0.5,False,True,False,0
99935740,6,7,362,11595,DoS Hulk,0.0001196468850883,1.3008359171603672e-07,0.75,False,True,False,0
55261465,10,20,390,887,BENIGN,2.3108326932700753e-05,5.428737728903857e-07,0.47619047619047616,False,True,False,1
4,3,0,254,0,BENIGN,63.5,0.75,3.0,False,True,False,0
100830560,2,2,103,217,BENIGN,3.173641007250183e-06,3.9670512590627294e-08,0.6666666666666666,False,False,True,0
57,2,1,0,0,BENIGN,0.0,0.0526315789473684,1.0,False,True,False,0
220,2,2,60,266,BENIGN,1.481818181818182,0.0181818181818181,0.6666666666666666,False,False,True,0
160,1,1,0,0,BENIGN,0.0,0.0125,0.5,False,True,False,0
624852,3,5,26,11607,DDoS,0.0186172085549858,1.2803031757920276e-05,0.5,False,True,False,0
4855,28,1,57604,6,BENIGN,11.866117404737384,0.0059732234809474,14.0,False,True,False,0
871175,3,6,26,11607,DDoS,0.0133532298332711,1.0330874967716016e-05,0.4285714285714285,False,True,False,0
20,1,1,6,6,BENIGN,0.6,0.1,0.5,False,True,False,0
98485550,9,6,317,11595,DoS Hulk,0.0001209517538359,1.5230660741601178e-07,1.2857142857142858,False,True,False,0
190,2,2,86,198,BENIGN,1.4947368421052631,0.0210526315789473,0.6666666666666666,False,False,True,0
116740234,24,29,1668,8674,BENIGN,8.858985155023759e-05,4.539994326206336e-07,0.8,False,True,False,0
115618146,23,20,1456,5310,BENIGN,5.852022570920658e-05,3.719139381460069e-07,1.0952380952380951,False,True,False,0
74623718,6,10,621,30432,DoS Hulk,0.00041612775176921635,2.1440904351616467e-07,0.5454545454545454,False,True,False,1
81,1,4,0,12,BENIGN,0.1481481481481481,0.0617283950617283,0.2,False,True,False,0
317,5,2,202,371,BENIGN,1.8075709779179812,0.022082018927444796,1.6666666666666667,False,False,True,1
8066813,5,0,30,0,DDoS,3.718940801032576e-06,6.198234668387627e-07,5.0,False,True,False,0
112096813,526,976,14398,1437061,BENIGN,0.0129482628556085,1.339913205204148e-05,0.5383828045035824,False,True,False,0
181,2,2,122,186,BENIGN,1.701657458563536,0.0220994475138121,0.6666666666666666,False,False,True,0
13993,3,1,18,0,DoS Hulk,0.0012863574644465,0.0002858572143214,1.5,False,True,False,0
70416366,20,36,2032,11605,BENIGN,0.00019366236536546064,7.952696678496587e-07,0.5405405405405406,True,False,False,1
216,2,2,58,122,BENIGN,0.8333333333333334,0.0185185185185185,0.6666666666666666,False,False,True,0
84287081,7,5,364,11595,DoS Hulk,0.0001418841399905,1.4237057278089866e-07,1.1666666666666667,False,True,False,0
1003319,3,3,0,18,BENIGN,1.7940455627771427e-05,5.980151875923809e-06,0.75,False,True,False,0
11722357,25,32,2008,2745,SSH-Patator,0.0004054645324314,4.862503334440335e-06,0.7575757575757576,False,True,False,0
57,1,1,0,0,BENIGN,0.0,0.0350877192982456,0.5,False,True,False,0
30655,1,1,55,115,BENIGN,0.005545587995433,6.5242211710977e-05,0.5,False,False,True,0
415,3,1,18,6,BENIGN,0.0578313253012048,0.0096385542168674,1.5,False,True,False,0
50381611,32,54,4094,50522,BENIGN,0.0010840463199956,1.70697201405489e-06,0.5818181818181818,False,True,False,0
5039524,4,2,0,0,BENIGN,0.0,1.190588634958381e-06,1.3333333333333333,False,True,False,0
237,2,2,72,186,BENIGN,1.0886075949367089,0.0168776371308016,0.6666666666666666,False,False,True,0
191,2,1,0,0,DoS Hulk,0.0,0.0157068062827225,1.0,False,True,False,0
7,2,0,0,0,DoS Hulk,0.0,0.2857142857142857,2.0,False,True,False,0
46,2,0,4,0,BENIGN,0.0869565217391304,0.0434782608695652,2.0,False,True,False,0
155,2,2,104,136,BENIGN,1.5483870967741935,0.0258064516129032,0.6666666666666666,False,False,True,0
162,3,3,131,643,BENIGN,4.777777777777778,0.037037037037037035,0.75,False,False,True,1
242,1,6,47,233,BENIGN,1.1570247933884297,0.028925619834710745,0.14285714285714285,True,False,False,1
3,2,0,12,0,BENIGN,4.0,0.6666666666666666,2.0,False,True,False,0
201,2,2,74,138,BENIGN,1.054726368159204,0.0199004975124378,0.6666666666666666,False,False,True,0
34655,2,2,64,196,BENIGN,0.0075025248881835,0.0001154234598182,0.6666666666666666,False,False,True,0
53,1,1,2,6,PortScan,0.1509433962264151,0.0377358490566037,0.5,False,True,False,0
782448,5,6,60,33234,DDoS,0.04255107048647322,1.4058442222358547e-05,0.7142857142857143,True,False,False,1
61457,1,3,84,513,BENIGN,0.009714109051857395,6.508615780138958e-05,0.25,False,True,False,1
199,2,2,82,114,BENIGN,0.984924623115578,0.0201005025125628,0.6666666666666666,False,False,True,0
26,1,1,0,0,BENIGN,0.0,0.0769230769230769,0.5,False,True,False,0
76671579,20,19,1077,19877,BENIGN,0.000273295532364,5.086630601412291e-07,1.0,False,True,False,0
3,2,0,12,0,BENIGN,4.0,0.6666666666666666,2.0,False,True,False,0
172,2,2,70,166,BENIGN,1.372093023255814,0.0232558139534883,0.6666666666666666,False,False,True,0
4,3,0,83,0,BENIGN,20.75,0.75,3.0,False,True,False,0
3798678,10,2,607,116,BENIGN,0.00019032937248168968,3.1589937341359286e-06,3.3333333333333335,False,True,False,1
3,2,0,0,0,BENIGN,0.0,0.6666666666666666,2.0,False,True,False,0
163,1,1,6,6,BENIGN,0.0736196319018405,0.0122699386503067,0.5,False,True,False,0
5341337,8,5,390,3716,BENIGN,0.0007687213894199,2.4338475553967106e-06,1.3333333333333333,False,True,False,0
516550,3,0,0,0,BENIGN,0.0,5.807763043267835e-06,3.0,False,True,False,0
24563,2,2,68,166,BENIGN,0.0095265236331067,0.0001628465578308,0.6666666666666666,False,False,True,0
158,2,2,70,102,BENIGN,1.0886075949367089,0.0253164556962025,0.6666666666666666,False,False,True,0
19941,2,0,12,0,BENIGN,0.0006017752369489,0.0001002958728248,2.0,False,True,False,0
84883,2,2,68,182,BENIGN,0.0029452304937384,4.712368789981504e-05,0.6666666666666666,False,False,True,0
291,2,2,74,622,BENIGN,2.391752577319588,0.0137457044673539,0.6666666666666666,False,False,True,0
41492126,21,11,754,329,BENIGN,2.6101337877938576e-05,7.712306667534943e-07,1.75,False,True,False,1
3,2,0,0,0,DoS Hulk,0.0,0.6666666666666666,2.0,False,True,False,0
2384344,15,14,4885,6450,BENIGN,0.004753928124465262,1.216267451340914e-05,1.0,True,False,False,1
58,1,1,2,6,PortScan,0.1379310344827586,0.0344827586206896,0.5,False,True,False,0
5186,2,0,0,0,BENIGN,0.0,0.0003856536829926,2.0,False,True,False,0
116272110,28,29,826,26625,BENIGN,0.0002360927310943,4.902293421870472e-07,0.9333333333333332,False,True,False,0
72292,2,2,76,250,BENIGN,0.0045094892934211,5.533115697449233e-05,0.6666666666666666,False,False,True,0
1833541,3,4,26,11607,DDoS,0.0063445540623307,3.817749371298487e-06,0.6,False,True,False,0
25634,2,2,27,13,BENIGN,0.0015604275571506592,0.00015604275571506592,0.6666666666666666,False,False,True,1
183,2,2,66,322,BENIGN,2.120218579234973,0.0218579234972677,0.6666666666666666,False,False,True,0
60,1,3,12,14,BENIGN,0.43333333333333335,0.06666666666666667,0.25,True,False,False,1
304,2,2,68,422,BENIGN,1.611842105263158,0.0131578947368421,0.6666666666666666,False,False,True,0
162093,2,2,64,96,BENIGN,0.0009870876595534,2.4677191488836656e-05,0.6666666666666666,False,False,True,0
11057126,6,3,428,746,BENIGN,0.0001061758724645,8.139547292849878e-07,1.5,False,True,False,0
45,1,1,0,6,PortScan,0.1333333333333333,0.0444444444444444,0.5,False,True,False,0
90813,1,1,45,114,BENIGN,0.0017508506491361,2.2023278605486e-05,0.5,False,False,True,0
31564,2,2,72,328,BENIGN,0.0126726650614624,0.0001267266506146,0.6666666666666666,False,False,True,0
26,1,1,2,6,PortScan,0.3076923076923077,0.0769230769230769,0.5,False,True,False,0
69,2,0,12,0,BENIGN,0.1739130434782608,0.0289855072463768,2.0,False,True,False,0
37303,3,2,132,244,BENIGN,0.01007961826126585,0.00013403747687853524,1.0,False,True,False,1
23378,8,2,25,0,DoS Hulk,0.001069381469757892,0.0004277525879031568,2.6666666666666665,False,False,True,1
744705,22,35,908,52483,BENIGN,0.071694160775072,7.654037504783774e-05,0.6111111111111112,False,True,False,0
378966,4,6,604,11595,DoS Hulk,0.0321902228695978,2.6387591498973523e-05,0.5714285714285714,False,True,False,0
120208736,137,365,14907,341784,BENIGN,0.002967263543974042,4.176069200161958e-06,0.3743169398907104,True,False,False,1
112142,1,1,0,0,BENIGN,0.0,1.7834531219346898e-05,0.5,False,True,False,0
87209,4,2,124,274,BENIGN,0.0045637491543304,6.880023850749349e-05,1.3333333333333333,False,False,True,0
174,2,2,80,144,BENIGN,1.2873563218390804,0.0229885057471264,0.6666666666666666,False,False,True,0
4111795,5,1,123,46,BENIGN,4.110127085615893e-05,1.4592167167867077e-06,2.5,False,True,False,0
488,1,1,45,101,BENIGN,0.2991803278688524,0.0040983606557377,0.5,False,False,True,0
78723,3,7,295,11595,DoS Hulk,0.1510359107249469,0.0001270276793313,0.375,False,True,False,0
96772,18,17,659,7036,BENIGN,0.07951680238085397,0.00036167486463026493,1.0,False,True,False,1
1,2,0,0,0,DoS Hulk,0.0,2.0,2.0,False,True,False,0
99193853,7,6,415,11595,DoS Hulk,0.0001210760509524,1.310565081084208e-07,1.0,False,True,False,0
5724780,3,1,12,0,BENIGN,2.0961504197541217e-06,6.987168065847072e-07,1.5,False,True,False,0
7505486,4,0,24,0,DDoS,3.19766101755436e-06,5.329435029257266e-07,4.0,False,True,False,0
84879288,6,6,343,11595,DoS Hulk,0.0001406467971314,1.4137724623703256e-07,0.8571428571428571,False,True,False,0
238,2,2,92,258,BENIGN,1.4705882352941178,0.0168067226890756,0.6666666666666666,False,False,True,0
196,2,2,86,162,BENIGN,1.2653061224489797,0.0204081632653061,0.6666666666666666,False,False,True,0
4,2,0,0,0,DoS Hulk,0.0,0.5,2.0,False,True,False,0
84086,2,4,64,445,BENIGN,0.006053326356349452,7.135551697072045e-05,0.4,False,False,True,1
501,1,1,51,67,BENIGN,0.2355289421157684,0.0039920159680638,0.5,False,False,True,0
30611,2,2,68,182,BENIGN,0.0081669987912841,0.0001306719806605,0.6666666666666666,False,False,True,0
72884327,11,6,1044,30888,DoS Hulk,0.0004381188839131354,2.3324630547799392e-07,1.5714285714285714,False,False,True,1
63,1,1,0,0,BENIGN,0.0,0.0317460317460317,0.5,False,True,False,0
139,2,2,100,132,BENIGN,1.669064748201439,0.0287769784172661,0.6666666666666666,False,False,True,0
4,6,0,0,0,BENIGN,0.0,1.5,6.0,False,False,True,1
164702,2,3,0,5450,DoS Slowhttptest,0.03309006569440565,3.0357858435234546e-05,0.5,False,False,True,1
135228,6,3,0,0,BENIGN,0.0,6.655426390984115e-05,1.5,True,False,False,1
46646016,10,11,958,4304,BENIGN,0.0001128070615934,4.501992195860843e-07,0.8333333333333334,False,True,False,0
83702,1,1,59,317,BENIGN,0.0044921268309,2.389429165372393e-05,0.5,False,False,True,0
5688202,5,1,123,46,BENIGN,2.971061857507873e-05,1.0548148606536828e-06,2.5,False,True,False,0
100802578,9,6,308,11595,DoS Hulk,0.0001180822974587,1.4880571804423494e-07,1.2857142857142858,False,True,False,0
30398,1,1,49,77,BENIGN,0.0041450095401013,6.579380222383051e-05,0.5,False,False,True,0
16731963,19,17,3268,14100,BENIGN,0.0010380132922837,2.1515706196577174e-06,1.0555555555555556,False,True,False,0
70386,2,2,70,264,BENIGN,0.0047452618418435,5.682948313585088e-05,0.6666666666666666,False,False,True,0
102207,12,20,2020,22334,BENIGN,0.2382811353429804,0.0003130901014607,0.5714285714285714,False,False,True,0
3,2,0,12,0,BENIGN,4.0,0.6666666666666666,2.0,False,True,False,0
23478,1,1,54,70,BENIGN,0.005281540165261,8.51861316977596e-05,0.5,False,False,True,0
128551631,18,23,657,2100,BENIGN,2.1446635710129575e-05,3.1893799931639917e-07,0.75,False,True,False,1
38,3,1,16,15,BENIGN,0.8157894736842105,0.10526315789473684,1.5,False,True,False,1
184,2,2,72,208,BENIGN,1.5217391304347827,0.0217391304347826,0.6666666666666666,False,False,True,0
139,5,3,148,76,BENIGN,1.6115107913669064,0.05755395683453238,1.25,False,True,False,1
89487087,20,8,447,24778,DoS Hulk,0.0002818842454889609,3.12894306191909e-07,2.2222222222222223,False,False,True,1
115798716,21,18,1100,4663,BENIGN,4.97673912031978e-05,3.367912991366848e-07,1.105263157894737,False,True,False,0
1052,3,0,43,0,BENIGN,0.0408745247148289,0.0028517110266159,3.0,False,True,False,0
73,1,1,0,6,PortScan,0.0821917808219178,0.0273972602739726,0.5,False,True,False,0
66153678,32,42,1516,50906,BENIGN,0.0007924275956357,1.1186074945069569e-06,0.7441860465116279,False,True,False,0
11445291,7,5,242,11632,DoS GoldenEye,0.001037457238964,1.048466133364368e-06,1.1666666666666667,False,True,False,0
90643816,16,16,3033,5007,BENIGN,8.869882530100013e-05,3.530301504517418e-07,0.9411764705882353,True,False,False,1
79,2,2,0,0,BENIGN,0.0,0.05063291139240506,0.6666666666666666,False,True,False,1
62313474,22,28,1590,5363,BENIGN,0.000111581004134,8.02394679519874e-07,0.7586206896551724,False,True,False,0
1836584,16,24,1396,4574,BENIGN,0.0032506000270066,2.1779564670061373e-05,0.64,False,True,False,0
106,2,2,4,12,BENIGN,0.1509433962264151,0.0377358490566037,0.6666666666666666,False,True,False,0
60311,1,1,53,109,BENIGN,0.002686077166686,3.316144650229643e-05,0.5,False,False,True,0
127,3,4,147,521,BENIGN,5.25984251968504,0.05511811023622047,0.6,True,False,False,1
44,1,1,2,6,PortScan,0.1818181818181818,0.0454545454545454,0.5,False,True,False,0
132713,5,5,251,871,BENIGN,0.00845433378794843,7.535056852003948e-05,0.8333333333333334,True,False,False,1
85914029,9,5,318,11595,DoS Hulk,0.0001386618709268,1.6295359632127137e-07,1.5,False,True,False,0
24334,2,2,68,164,BENIGN,0.0095339853702638,0.0001643790581079,0.6666666666666666,False,False,True,0
197,2,5,172,229,BENIGN,2.035532994923858,0.03553299492385787,0.3333333333333333,False,True,False,1
231,3,0,58,0,BENIGN,0.2510822510822511,0.0129870129870129,3.0,False,True,False,0
1827413,9,13,3963,3146,BENIGN,0.003890198876772793,1.2038876816570748e-05,0.6428571428571429,False,False,True,1
115633089,22,18,1009,4624,BENIGN,4.871442982899125e-05,3.459217456345909e-07,1.1578947368421053,False,True,False,0
27006825,24,18,6804,1905,BENIGN,0.000322474041284,1.555162445048613e-06,1.263157894736842,False,True,False,0
999577,2,0,12,0,BENIGN,1.2005078148056629e-05,2.000846358009438e-06,2.0,False,True,False,0
118022,23,25,706,30104,BENIGN,0.2610530240124722,0.0004067038348782,0.8846153846153846,False,True,False,0
912418,49,18,702,56741,BENIGN,0.0629568903726143,7.343125628823632e-05,2.5789473684210527,False,True,False,1
36152,5,3,58,204,BENIGN,0.00724717857933171,0.0002212878955521133,1.25,True,False,False,1
30442,2,0,0,0,BENIGN,0.0,6.569870573549701e-05,2.0,False,True,False,0
158,2,2,80,202,BENIGN,1.7848101265822784,0.0253164556962025,0.6666666666666666,False,False,True,0
203,2,2,46,46,BENIGN,0.4532019704433497,0.0197044334975369,0.6666666666666666,False,False,True,0
66,1,1,0,0,BENIGN,0.0,0.0303030303030303,0.5,False,True,False,0
222,1,2,0,0,BENIGN,0.0,0.0135135135135135,0.3333333333333333,False,True,False,0
90448,1,1,42,108,BENIGN,0.00165841146294,2.2112152839200424e-05,0.5,False,False,True,0
139612,4,2,140,256,BENIGN,0.0028364323983611,4.297624846001776e-05,1.3333333333333333,False,False,True,0
115602897,16,14,377,390,BENIGN,6.634781825580029e-06,2.595090674933519e-07,1.0666666666666669,False,True,False,0
78332,3,1,128,334,BENIGN,0.0058979727314507485,5.106469897359955e-05,1.5,False,True,False,1
30690,1,1,41,122,BENIGN,0.0053111762789182,6.516780710329097e-05,0.5,False,False,True,0
82555310,8,6,419,11595,DoS Hulk,0.0001455266778115,1.69583276956988e-07,1.1428571428571428,False,True,False,0
4601049,2,0,12,0,BENIGN,2.608100891774897e-06,4.346834819624829e-07,2.0,False,True,False,0
4,2,0,0,0,DoS Hulk,0.0,0.5,2.0,False,True,False,0
73,1,1,6,6,BENIGN,0.1643835616438356,0.0273972602739726,0.5,False,True,False,0
51,2,1,0,12,PortScan,0.23529411764705882,0.058823529411764705,1.0,True,False,False,1
174,2,2,80,274,BENIGN,2.034482758620689,0.0229885057471264,0.6666666666666666,False,False,True,0
3,2,0,4,0,BENIGN,1.3333333333333333,0.6666666666666666,2.0,False,True,False,0
84168360,6,6,702,11595,DoS Hulk,0.0001461000309379,1.4257138905878646e-07,0.8571428571428571,False,True,False,0
202,2,5,134,1318,BENIGN,7.188118811881188,0.034653465346534656,0.3333333333333333,False,False,True,1
71839,1,1,40,256,BENIGN,0.0041203246147635,2.7840031180834923e-05,0.5,False,False,True,0
2014501,17,23,1392,4520,BENIGN,0.002934721799592,1.985603382673923e-05,0.7083333333333334,False,True,False,0
3,2,0,0,0,DoS Hulk,0.0,0.6666666666666666,2.0,False,True,False,0
438,3,3,43,280,BENIGN,0.7374429223744292,0.0136986301369863,0.75,False,False,True,1
51,1,1,0,0,BENIGN,0.0,0.0392156862745098,0.5,False,True,False,0
1067095,3,5,26,11607,DDoS,0.0109015598423757,7.496989490157858e-06,0.5,False,True,False,0
23724,2,2,64,96,BENIGN,0.0067442252571235,0.000168605631428,0.6666666666666666,False,False,True,0
39931,1,2,74,101,BENIGN,0.00438255991585485,7.51295985575117e-05,0.3333333333333333,False,True,False,1
48750907,72,201,1171,373724,BENIGN,0.0076900107725175,5.599895813220459e-06,0.3564356435643564,False,True,False,0
5685219,6,4,321,145,BENIGN,8.196693918035524e-05,1.7589471927114855e-06,1.2,False,True,False,0
50,1,2,0,0,BENIGN,0.0,0.06,0.3333333333333333,False,True,False,1
116772263,19,19,1298,7491,BENIGN,7.526616145137138e-05,3.254197445843796e-07,0.95,False,True,False,0
409863,6,2,179,1473,BENIGN,0.004030615107975104,1.951871722990365e-05,2.0,True,False,False,1
129980,10,5,961,783,BENIGN,0.0134174488382828,0.0001154023695953,1.6666666666666667,False,True,False,0
85018272,8,6,310,11595,DoS Hulk,0.0001400287222963,1.646704840107783e-07,1.1428571428571428,False,True,False,0
49,2,0,4,0,BENIGN,0.0816326530612244,0.0408163265306122,2.0,False,True,False,0
47355,1,1,48,130,BENIGN,0.003758842783233,4.223418857565199e-05,0.5,False,False,True,0
5198907,19,12,761,5192,BENIGN,0.0011450483726675627,5.962791794506037e-06,1.4615384615384615,False,True,False,1
23532,1,1,6,6,BENIGN,0.0005099439061703,8.499065102838688e-05,0.5,False,True,False,0
203446,3,5,26,11607,DDoS,0.057179792180726,3.93224737768253e-05,0.5,False,True,False,0
34447,2,0,0,0,BENIGN,0.0,5.806020843614829e-05,2.0,False,True,False,0
237983,2,0,12,0,BENIGN,5.0423769765067255e-05,8.403961627511209e-06,2.0,False,True,False,0
46,1,2,7,16,BENIGN,0.5,0.06521739130434782,0.3333333333333333,True,False,False,1
128733,2,1,0,0,BENIGN,0.0,2.3304047913122508e-05,1.0,False,True,False,0
21806,2,1,0,0,BENIGN,0.0,0.0001375768137209,1.0,False,True,False,0
98564594,7,9,323,11595,DoS Hulk,0.0001209156302109,1.623300959368838e-07,0.7,False,True,False,0
44,1,1,2,6,PortScan,0.1818181818181818,0.0454545454545454,0.5,False,True,False,0
64065004,2,0,74,0,BENIGN,1.1550768029297244e-06,3.1218291971073635e-08,2.0,False,True,False,0
37,2,1,0,15,PortScan,0.40540540540540543,0.08108108108108109,1.0,False,True,False,1
1299389,27,11,2825,8037,BENIGN,0.008359313492726197,2.9244514152420868e-05,2.25,False,True,False,1
30,1,1,6,6,BENIGN,0.4,0.0666666666666666,0.5,False,True,False,0
79049706,7,8,896,29053,DoS Hulk,0.00037886288912953074,1.897540264096618e-07,0.7777777777777778,True,False,False,1
30222,1,1,56,72,BENIGN,0.0042353252597445,6.617695718350871e-05,0.5,False,False,True,0
239212,13,8,2128,3042,BENIGN,0.0216126281290236,8.778823804825845e-05,1.4444444444444444,False,True,False,0
2065,3,0,1983,0,BENIGN,0.9602905569007264,0.0014527845036319,3.0,False,True,False,0
40078789,2,2,97,155,BENIGN,6.287615127293392e-06,9.980341471894275e-08,0.6666666666666666,False,False,True,0
92027,2,2,70,398,BENIGN,0.0050854640485944,4.346550468884132e-05,0.6666666666666666,False,False,True,0
151983,3,3,141,811,BENIGN,0.006263858457853839,3.94780995242889e-05,0.75,True,False,False,1
68,1,3,0,18,BENIGN,0.2647058823529412,0.0588235294117647,0.25,False,True,False,0
22266,3,4,26,11601,DDoS,0.5221862930027845,0.0003143806700799,0.6,False,True,False,0
65,1,1,0,0,BENIGN,0.0,0.0307692307692307,0.5,False,True,False,0
255,2,2,90,122,BENIGN,0.8313725490196079,0.0156862745098039,0.6666666666666666,False,False,True,0
13532826,2,0,12,0,BENIGN,8.86732748946894e-07,1.47788791491149e-07,2.0,False,True,False,0
56,1,1,2,6,PortScan,0.1428571428571428,0.0357142857142857,0.5,False,True,False,0
5616941,4,2,0,0,BENIGN,0.0,1.0681970844984842e-06,1.3333333333333333,False,True,False,0
1092,1,1,44,96,BENIGN,0.1282051282051282,0.0018315018315018,0.5,False,False,True,0
1,2,0,0,0,DoS Hulk,0.0,2.0,2.0,True,False,False,1
140388,1,1,48,201,BENIGN,0.0017736558680229,1.4246231871669945e-05,0.5,False,False,True,0
156,2,1,0,0,BENIGN,0.0,0.019230769230769232,1.0,False,True,False,1
7192,3,1,50,6,BENIGN,0.0077864293659621,0.0005561735261401,1.5,False,True,False,0
335046,1,1,51,111,BENIGN,0.0004835156963521,5.969329584594354e-06,0.5,False,False,True,0
46,1,1,0,6,PortScan,0.1304347826086956,0.0434782608695652,0.5,False,True,False,0
1,2,0,0,0,BENIGN,0.0,2.0,2.0,False,True,False,0
7025815,5,0,30,0,DDoS,4.269967256467755e-06,7.116612094112925e-07,5.0,False,True,False,0
61449,2,2,60,264,BENIGN,0.0052726651369428,6.509463132028186e-05,0.6666666666666666,False,False,True,0
30510,2,1,139,152,BENIGN,0.009537856440511307,9.832841691248771e-05,1.0,False,True,False,1
194727,1,1,41,142,BENIGN,0.0009397772265787,1.027078936151638e-05,0.5,False,False,True,0
31513,3,2,93,253,BENIGN,0.010979595722400278,0.0001586646780693682,1.0,False,True,False,1
6379,2,1,44,6,BENIGN,0.0078382191566076,0.0004702931493964,1.0,False,True,False,0
182,4,2,151,206,BENIGN,1.9615384615384615,0.03296703296703297,1.3333333333333333,False,False,True,1
20,5,0,31,0,BENIGN,1.55,0.25,5.0,False,False,True,1
21856842,11,16,1091,10007,DoS Hulk,0.0005077586231350348,1.2353111213413173e-06,0.6470588235294118,False,True,False,1
29787,3,5,26,11607,DDoS,0.3905394970960486,0.000268573538792,0.5,False,True,False,0
28,1,1,0,0,BENIGN,0.0,0.0714285714285714,0.5,False,True,False,0
28,3,1,43,6,BENIGN,1.75,0.1428571428571428,1.5,False,True,False,0
163,2,2,66,158,BENIGN,1.374233128834356,0.0245398773006134,0.6666666666666666,False,False,True,0
97450595,4,6,355,11595,DoS Hulk,0.0001226262394806,1.026160999837918e-07,0.5714285714285714,False,True,False,0
64,1,1,0,0,BENIGN,0.0,0.03125,0.5,False,True,False,0
61064340,14,14,1095,3945,BENIGN,8.253589574537284e-05,4.585327541409602e-07,0.9333333333333332,False,True,False,0
98,1,1,0,0,SSH-Patator,0.0,0.0204081632653061,0.5,False,True,False,0
71311,1,1,43,115,BENIGN,0.0022156469548877,2.8046163985920822e-05,0.5,False,False,True,0
95,1,1,0,6,PortScan,0.0631578947368421,0.0210526315789473,0.5,False,True,False,0
173,2,2,76,108,BENIGN,1.0635838150289016,0.0231213872832369,0.6666666666666666,False,False,True,0
1,4,0,70,0,BENIGN,70.0,4.0,4.0,False,False,True,1
117755478,20,16,1292,2238,BENIGN,2.9977373961320085e-05,3.057182613619045e-07,1.1764705882352942,False,True,False,0
